wind spd [m/s],Surface T[K],TOA T[K],transmittance,jakobian,TCWV [cm]
0,271.884,270.848,0.8944,0.8985,1.4735141460131647
0,271.855,270.664,0.8913,0.8972,0.4808826663539537
0,271.606,270.694,0.8232,0.8263,0.569346820779777
0,272.303,271.321,0.9388,0.9422,0.9055339489020208
0,271.888,270.817,0.869,0.8734,1.4734733573646457
0,271.98,270.832,0.882,0.8872,0.4789605012924903
0,271.684,270.764,0.8108,0.8137,0.5628830946347632
0,272.309,271.312,0.9363,0.9398,0.8930190737917638
0,271.95,270.931,0.8628,0.8665,1.4801040620395343
0,272.059,270.963,0.8789,0.8834,0.4925647902188821
0,271.769,270.885,0.7997,0.8021,0.5634197202918428
0,272.273,271.281,0.9329,0.9364,0.9321710777890514
0,271.893,270.973,0.8707,0.8735,1.4764649498044693
0,271.996,270.928,0.8807,0.8849,0.5304713128336385
0,271.858,271.012,0.7882,0.7899,0.574165234815151
0,272.506,271.553,0.9335,0.937,0.8724562924138212
0,272.073,271.202,0.8788,0.8808,1.476166529854742
0,272.295,271.182,0.8754,0.8797,0.5895600944257213
0,272.154,271.35,0.7865,0.787,0.5920676275792447
0,273.32,272.363,0.9362,0.9391,0.8049523537599488
0,272.435,271.58,0.8845,0.8871,1.4793352979865706
0,272.926,271.749,0.8696,0.875,0.6077011007836519
0,272.579,271.799,0.7872,0.7888,0.6118259038509583
0,273.485,272.536,0.9387,0.9421,0.8011448353923104
0,273.005,272.154,0.89,0.8918,1.4773697949860556
0,273.203,272.015,0.8645,0.8696,0.6269110756476474
0,272.941,272.123,0.7828,0.784,0.6305191885098378
0,274.241,273.214,0.933,0.9366,0.7830364599531952
0,273.85,272.98,0.8966,0.8987,1.4643849836590475
0,273.765,272.553,0.8623,0.8681,0.7635609000015295
0,273.517,272.581,0.777,0.78,0.6442374307230299
0,274.512,273.431,0.9296,0.9335,0.7422682567441481
0,273.942,273.105,0.9038,0.9055,1.441038326033865
0,273.673,272.504,0.8567,0.8615,0.9602260710844173
0,273.757,272.77,0.7788,0.7821,0.6686255755023378
0,274.443,273.337,0.9269,0.9312,0.7354080649355286
0,273.968,273.159,0.9082,0.9097,1.4239606287570172
0,273.699,272.535,0.8559,0.861,1.0494406856571816
0,273.962,272.93,0.7815,0.7848,0.6999334125312926
0,271.46,270.298,0.9218,0.927,0.23810939515532828
0,271.46,270.226,0.9198,0.9258,0.9142181580866044
0,271.46,270.421,0.9543,0.9585,0.4380310809501716
0,271.46,270.256,0.8899,0.8952,0.7748781694054545
0,271.46,270.299,0.916,0.9211,0.31175457470186047
0,271.46,270.219,0.9107,0.9166,0.8726277576950336
0,271.46,270.363,0.9485,0.9533,0.4525352694345165
0,271.46,270.321,0.8767,0.8812,0.8590933193292308
0,271.46,270.316,0.9191,0.924,0.46305359118557304
0,271.46,270.264,0.8965,0.9018,0.8614707876797887
0,271.46,270.266,0.9367,0.9424,0.4598884940321109
0,271.46,270.454,0.8618,0.8649,0.9110771772215791
0,271.46,270.332,0.9199,0.9247,0.6348298858427699
0,271.46,270.405,0.889,0.8927,0.8788849913069194
0,271.46,270.242,0.9292,0.9351,0.455454003150923
0,271.46,270.531,0.8608,0.8638,0.9391907532133807
0,271.46,270.379,0.9268,0.9311,0.7242988686248618
0,271.46,270.522,0.8918,0.8951,0.8746912554236159
0,271.46,270.244,0.9256,0.9314,0.4495052336934632
0,271.46,270.541,0.854,0.8571,0.9196735888402257
0,271.46,270.451,0.9351,0.9387,0.7687240800885115
0,271.46,270.504,0.8923,0.8956,0.8468179755574026
0,271.46,270.23,0.9179,0.9238,0.47117542687869973
0,271.46,270.506,0.8382,0.8412,0.8533130069901546
0,271.521,270.529,0.9365,0.9405,0.846950334721847
0,271.46,270.514,0.896,0.8993,0.8601036031672388
0,271.46,270.238,0.9113,0.917,0.4976877934870725
0,271.46,270.502,0.8243,0.8272,0.7560531374118582
0,271.935,270.936,0.9371,0.941,0.8982596503393105
0,271.49,270.573,0.9063,0.9096,0.925021133618514
0,271.572,270.349,0.9029,0.9084,0.5243455206416054
0,271.484,270.578,0.8137,0.8168,0.6939536437009581
0,272.343,271.338,0.938,0.9416,0.9040437866141856
0,271.863,270.912,0.912,0.9153,0.9726000723998511
0,271.909,270.691,0.8949,0.901,0.5415481331545432
0,271.722,270.849,0.8007,0.8031,0.6649694849923267
0,272.383,271.358,0.9353,0.939,0.9001799289257798
0,272.022,270.985,0.895,0.899,1.015570913614741
0,272.088,270.893,0.8823,0.8878,0.5266207624418126
0,271.92,271.078,0.7874,0.789,0.6568015071405628
0,272.495,271.473,0.9345,0.9382,0.9088270204402115
0,272.163,271.066,0.8707,0.875,1.0392729423401468
0,272.165,271.032,0.8752,0.8799,0.5145307520916929
0,271.984,271.233,0.7835,0.7838,0.6644213365420405
0,272.405,271.421,0.9342,0.9375,0.8962551941794599
0,272.199,271.131,0.8638,0.8676,1.0731185980941504
0,272.154,271.07,0.8759,0.8801,0.5269802124068873
0,271.958,271.342,0.7912,0.7902,0.6800974338841501
0,272.501,271.562,0.9354,0.9388,0.8472718512437988
0,272.195,271.192,0.869,0.8722,1.0975043465403578
0,272.351,271.259,0.8785,0.8825,0.5713518887693556
0,272.078,271.519,0.7967,0.7962,0.7015951930577721
0,272.836,271.906,0.9374,0.9404,0.8030090295870661
0,272.331,271.383,0.8739,0.8763,1.1258079976342585
0,272.334,271.239,0.8786,0.8827,0.6474213416406214
0,272.208,271.651,0.7986,0.7986,0.727849061606155
0,273.463,272.47,0.9329,0.9362,0.7925478629297468
0,272.759,271.836,0.8788,0.8817,1.1624994264096304
0,272.757,271.608,0.8752,0.8805,0.7177509649064666
0,272.639,271.982,0.8016,0.8018,0.7575789387813372
0,274.054,272.983,0.9272,0.9315,0.8501007479618423
0,273.543,272.61,0.8837,0.8869,1.2075339183105345
0,273.253,272.054,0.8706,0.8757,0.8275337653531023
0,273.27,272.495,0.8021,0.8031,0.7920514650772691
0,274.365,273.262,0.9259,0.9302,0.9352023881753707
0,273.844,272.943,0.8913,0.8938,1.2546677509649065
0,273.767,272.523,0.8652,0.871,0.9631639754656278
0,273.594,272.748,0.7991,0.8013,0.8505850621771961
0,274.66,273.509,0.9232,0.9282,1.0158578107712626
0,274.167,273.272,0.8969,0.8989,1.2932968954739898
0,273.998,272.747,0.8613,0.8672,1.0654528814630888
0,274.174,273.174,0.7917,0.7942,0.9393154135204174
0,271.46,270.283,0.9143,0.9196,0.2363248917826169
0,271.46,270.415,0.9426,0.9468,1.1321021959588649
0,271.46,270.411,0.9536,0.9578,0.5283817613558147
0,271.46,270.243,0.887,0.8925,0.7728731524016866
0,271.46,270.313,0.9182,0.9232,0.3105104189504061
0,271.46,270.237,0.9187,0.9245,1.0835624295758493
0,271.46,270.318,0.9433,0.9484,0.5546420031305288
0,271.46,270.328,0.878,0.8824,0.8567760142352384
0,271.46,270.341,0.9251,0.9299,0.4528908444779818
0,271.46,270.224,0.9056,0.9114,1.0271260828111537
0,271.46,270.246,0.9331,0.939,0.5628978805198515
0,271.46,270.397,0.8572,0.8607,0.9152311951583874
0,271.46,270.369,0.9273,0.9318,0.629614292342441
0,271.46,270.304,0.8927,0.8975,0.9023676790749136
0,271.46,270.253,0.929,0.9348,0.56307378156659
0,271.46,270.424,0.844,0.8471,0.9461668357696054
0,271.46,270.398,0.9309,0.9351,0.7315911141929201
0,271.46,270.462,0.8871,0.8904,0.8216735582487396
0,271.46,270.279,0.9302,0.9357,0.5483401059485145
0,271.46,270.459,0.8324,0.8354,0.9463098509684755
0,271.46,270.437,0.9343,0.9381,0.7790678264239064
0,271.46,270.531,0.8961,0.8993,0.8229482035149616
0,271.46,270.255,0.9228,0.9285,0.5136453325039643
0,271.46,270.492,0.8198,0.8227,0.9225313435270965
0,271.585,270.568,0.9346,0.9389,0.8425421525189541
0,271.46,270.502,0.8929,0.8961,0.864225805958202
0,271.46,270.255,0.9153,0.9208,0.5038916959410196
0,271.46,270.564,0.809,0.8118,0.884467274757435
0,271.729,270.731,0.9369,0.9409,0.8966929073638807
0,271.467,270.524,0.8969,0.9003,0.9110817659445377
0,271.474,270.261,0.9068,0.9124,0.5051266232607465
0,271.5,270.703,0.7967,0.7987,0.8524996813386835
0,272.068,271.057,0.9364,0.9403,0.9022256835922562
0,271.747,270.816,0.9069,0.9101,0.9139382459861422
0,271.891,270.655,0.8975,0.9038,0.524247576899349
0,271.86,271.106,0.7838,0.7845,0.8259041568731422
0,272.312,271.278,0.9342,0.9381,0.9087489101782975
0,272.103,271.159,0.9132,0.9162,0.8995870149337442
0,271.973,270.774,0.8858,0.8916,0.5285072374358217
0,271.928,271.268,0.7892,0.7888,0.8185685733660323
0,272.343,271.315,0.9325,0.9363,0.9061566386074755
0,272.284,271.264,0.8992,0.9027,0.8802829202632909
0,272.028,270.891,0.8783,0.8833,0.5005287738422397
0,271.85,271.319,0.8011,0.7994,0.8334611207700897
0,272.395,271.401,0.9325,0.9359,0.8953234284898514
0,272.27,271.2,0.8798,0.8837,0.8631152330306475
0,272.144,271.066,0.8785,0.8826,0.5001591267150354
0,271.981,271.464,0.8146,0.8132,0.8592229762457111
0,272.48,271.516,0.9321,0.9357,0.9120931714703797
0,272.334,271.269,0.8708,0.8745,0.8561072333569569
0,272.127,271.087,0.8769,0.8807,0.5386240969138288
0,272.098,271.552,0.8231,0.8228,0.8961354285102457
0,272.647,271.659,0.9282,0.932,1.0008046580636611
0,272.468,271.447,0.8739,0.877,0.8554775585954429
0,272.372,271.334,0.8772,0.8806,0.5877069131660659
0,272.377,271.792,0.8277,0.8276,0.9454323341813975
0,273.447,272.393,0.9251,0.9289,1.0887718537930895
0,272.896,271.897,0.8786,0.8821,0.8572289211912325
0,273.33,272.201,0.8794,0.8838,0.6610944104255786
0,272.932,272.285,0.8262,0.8256,0.9994343124308503
0,273.806,272.715,0.9225,0.9272,1.1237237486807419
0,273.463,272.469,0.8805,0.8835,0.8572182141709963
0,273.558,272.376,0.877,0.8816,0.7666057216276712
0,273.429,272.698,0.8164,0.8177,1.057017686977714
0,274.31,273.157,0.9196,0.9244,1.1431009060178552
0,274.235,273.225,0.8851,0.8882,0.8613863041915435
0,274.282,273.007,0.8754,0.8812,0.8637974231771297
0,274.477,273.509,0.804,0.8067,1.1055495505600792
0,274.645,273.465,0.918,0.9228,1.163316015152983
0,274.483,273.501,0.893,0.8962,0.8621498167060109
0,274.84,273.492,0.874,0.8804,0.9431160488036182
0,274.49,273.436,0.7976,0.8004,1.1447752290537543
0,271.46,270.335,0.9131,0.9178,0.18897452239041881
0,271.464,270.579,0.9583,0.9613,1.1910468916500538
0,271.46,270.435,0.9556,0.9596,0.5646855959986337
0,271.46,270.202,0.8984,0.9044,0.6705255107503583
0,271.46,270.331,0.9131,0.9179,0.22924046437876341
0,271.46,270.55,0.9551,0.9583,1.2384533454339657
0,271.46,270.389,0.9507,0.9552,0.5984981109757156
0,271.46,270.227,0.8836,0.8891,0.7595989965992466
0,271.46,270.347,0.9261,0.9308,0.3027618503770401
0,271.46,270.383,0.9381,0.9425,1.2571587647157796
0,271.46,270.266,0.9374,0.9431,0.6129678840378723
0,271.46,270.291,0.8617,0.8664,0.8351758755538332
0,271.46,270.373,0.9302,0.9347,0.43192333773510844
0,271.46,270.229,0.9154,0.9213,1.254522849291042
0,271.46,270.258,0.9318,0.9375,0.6177790071023236
0,271.46,270.363,0.8458,0.8495,0.8954436020455511
0,271.46,270.388,0.9309,0.9352,0.6128546445524212
0,271.46,270.237,0.9,0.9057,1.2444365812994245
0,271.46,270.273,0.9273,0.9329,0.615126419317504
0,271.46,270.432,0.8351,0.8381,0.9347692127280979
0,271.46,270.401,0.9321,0.9362,0.73297476712231
0,271.46,270.354,0.8897,0.8939,1.2263939775560462
0,271.46,270.355,0.9381,0.9428,0.6097308459055845
0,271.46,270.477,0.8212,0.8241,0.9508743556668179
0,271.46,270.414,0.932,0.936,0.7927366633865796
0,271.46,270.502,0.8909,0.8942,1.1784853135372426
0,271.46,270.29,0.9282,0.9336,0.5999274981772572
0,271.46,270.566,0.8049,0.8077,0.9529928160992795
0,271.516,270.487,0.9333,0.9373,0.8372714943431244
0,271.46,270.527,0.8977,0.901,0.9994473647983767
0,271.46,270.272,0.9194,0.9248,0.5688949845258066
0,271.46,270.701,0.7896,0.7913,0.9495358761656633
0,271.831,270.803,0.9341,0.9384,0.8774277148669526
0,271.575,270.595,0.8915,0.8953,0.8497268690123538
0,271.521,270.305,0.9073,0.9128,0.5390234687686417
0,271.472,270.831,0.7782,0.7786,0.9502662479032085
0,272.103,271.06,0.9329,0.9371,0.888702513090607
0,271.841,270.858,0.8962,0.8998,0.8128972686901236
0,271.713,270.496,0.8991,0.9049,0.5447287809802533
0,271.656,271.085,0.7764,0.7756,0.95670856000775
0,272.351,271.286,0.9309,0.9351,0.9308882238073144
0,272.195,271.225,0.9051,0.9082,0.8192870654096966
0,271.929,270.729,0.8852,0.891,0.5471224118327871
0,272.019,271.439,0.7946,0.7935,0.968193113856414
0,272.431,271.379,0.9307,0.9346,0.9925545930567523
0,272.327,271.371,0.9089,0.9117,0.8196072563005717
0,272.007,270.862,0.8843,0.8894,0.5376861619411317
0,272.083,271.52,0.8222,0.8217,0.9860967302799633
0,272.399,271.363,0.9277,0.9315,1.0642055136055637
0,272.252,271.284,0.9032,0.9062,0.8176996221951432
0,271.88,270.8,0.8865,0.8911,0.5290489616739661
0,271.966,271.414,0.8387,0.8371,1.0066446238011961
0,272.444,271.419,0.9248,0.9285,1.113799411623745
0,272.316,271.3,0.8911,0.8944,0.831728367995187
0,271.979,270.947,0.8873,0.8912,0.5337524027063268
0,272.173,271.607,0.844,0.844,1.029190549270138
0,273.028,271.975,0.9232,0.9273,1.1393765455073857
0,272.882,271.784,0.8773,0.8819,0.8827243758062131
0,272.584,271.544,0.8867,0.891,0.5698860976990103
0,272.483,271.912,0.8415,0.841,1.0522537257881133
0,273.966,272.859,0.9219,0.9266,1.1454693498799284
0,273.871,272.714,0.8775,0.8826,0.9632947030841317
0,273.042,271.99,0.8848,0.8887,0.620326156230721
0,272.879,272.275,0.8327,0.8318,1.070777482626585
0,274.817,273.639,0.9198,0.9252,1.1606974349038666
0,274.139,272.995,0.8781,0.8827,1.029601239974915
0,273.739,272.646,0.8852,0.8899,0.6703151942814316
0,273.439,272.734,0.8215,0.8225,1.0878077630995295
0,274.794,273.62,0.9187,0.9241,1.1612401278724132
0,274.219,273.1,0.8784,0.8827,1.0967406300826479
0,274.16,273.057,0.8867,0.891,0.7218988135601864
0,273.91,273.055,0.8131,0.8147,1.1038006352832006
0,275.06,273.869,0.9163,0.9217,1.1788251339652174
0,274.338,273.267,0.8878,0.8914,1.1532418307984889
0,274.578,273.442,0.8865,0.8905,0.7675489591246757
0,274.503,273.445,0.8061,0.809,1.1122934437346088
0,271.46,270.314,0.911,0.9158,0.14781877603462956
0,271.46,270.581,0.9596,0.9624,1.161533602198508
0,271.46,270.43,0.9571,0.9611,0.5775926539644018
0,271.46,270.177,0.912,0.9184,0.585433710798285
0,271.46,270.33,0.9065,0.9112,0.1789086487230604
0,271.465,270.584,0.9582,0.9611,1.2827778599215838
0,271.46,270.434,0.9549,0.9589,0.6302609963647117
0,271.46,270.171,0.8907,0.897,0.6579014240336915
0,271.46,270.323,0.9203,0.9252,0.21768967996206653
0,271.46,270.563,0.9561,0.9592,1.3309046412383432
0,271.46,270.273,0.9384,0.944,0.6600825970132511
0,271.46,270.212,0.8739,0.8795,0.7331972691999815
0,271.46,270.416,0.9368,0.9409,0.2903574615184594
0,271.46,270.546,0.9545,0.9577,1.3271266436550708
0,271.46,270.271,0.9356,0.9412,0.6751119393472798
0,271.46,270.306,0.8521,0.8565,0.7999179128448553
0,271.46,270.45,0.9409,0.9446,0.40147257218316146
0,271.46,270.376,0.9355,0.94,1.3011571739584875
0,271.46,270.272,0.93,0.9355,0.679559125695319
0,271.46,270.366,0.8388,0.8424,0.8543095756450981
0,271.46,270.441,0.9381,0.9419,0.5812689348554299
0,271.46,270.228,0.9101,0.9159,1.290443780495888
0,271.46,270.297,0.9264,0.9316,0.6641977127765344
0,271.46,270.44,0.8244,0.8274,0.896292770721908
0,271.46,270.397,0.9316,0.9358,0.7313503082092254
0,271.46,270.267,0.896,0.9012,1.2924653678881166
0,271.46,270.34,0.9319,0.9367,0.6354913757501287
0,271.46,270.551,0.8045,0.8074,0.9280862475972936
0,271.46,270.407,0.9313,0.9354,0.8177378615531298
0,271.46,270.398,0.8861,0.8899,1.2650248045968806
0,271.46,270.365,0.9362,0.9408,0.6180950171567253
0,271.46,270.703,0.7892,0.7909,0.9474334762635559
0,271.75,270.691,0.9312,0.9358,0.8784944399973489
0,271.509,270.564,0.8934,0.897,1.2539940244629921
0,271.46,270.319,0.9261,0.9311,0.6079679605165883
0,271.46,270.831,0.78,0.7803,0.9606201914007333
0,272.136,271.075,0.9319,0.9362,0.9179827464016764
0,271.879,270.895,0.897,0.9006,1.238020169986693
0,271.737,270.551,0.9141,0.9201,0.5744141985285495
0,271.608,271.028,0.7742,0.7736,0.9747422412342646
0,272.479,271.391,0.9298,0.9341,0.9368548892843123
0,272.248,271.201,0.8932,0.897,1.151542473729561
0,271.986,270.776,0.9028,0.9088,0.5470972758281372
0,271.997,271.39,0.7838,0.7826,0.9852070788699507
0,272.528,271.432,0.9285,0.9328,1.0035657436535415
0,272.419,271.385,0.8975,0.901,1.034197304890049
0,272.024,270.846,0.8911,0.8965,0.542401278724131
0,271.988,271.396,0.8135,0.8122,0.991943579101936
0,272.583,271.489,0.9273,0.9318,1.0683479067775439
0,272.52,271.518,0.9032,0.9069,1.0121283516797277
0,272.063,270.939,0.8955,0.9004,0.5532202638005843
0,272.07,271.491,0.8346,0.834,0.9985207486756433
0,272.732,271.643,0.9252,0.93,1.0991918239154042
0,272.584,271.609,0.9063,0.91,1.0709652123813944
0,272.159,271.052,0.901,0.9056,0.5610402125088588
0,272.18,271.608,0.8496,0.8497,1.0047518265666668
0,272.736,271.672,0.9232,0.9277,1.1173149852396078
0,272.625,271.662,0.9072,0.9107,1.1641598303192224
0,272.24,271.167,0.9043,0.9085,0.5650451989211402
0,272.38,271.802,0.8546,0.8543,1.0182080017131232
0,272.714,271.669,0.9223,0.9266,1.136709987610448
0,272.369,271.408,0.9017,0.9045,1.2580004894637822
0,272.413,271.377,0.9059,0.9094,0.574446523532501
0,272.485,271.916,0.8507,0.8502,1.0404766663437566
0,273.219,272.138,0.9203,0.9245,1.1468102766999944
0,272.597,271.568,0.8897,0.894,1.3070360928553586
0,272.396,271.408,0.9025,0.9056,0.5937472531394514
0,272.703,272.12,0.843,0.8423,1.0691978402410611
0,273.77,272.651,0.9169,0.9219,1.1584388654637416
0,272.999,271.924,0.8808,0.8851,1.3077015086701373
0,272.616,271.64,0.8943,0.898,0.6190642574171609
0,273.392,272.692,0.8341,0.8351,1.0820143983929273
0,274.479,273.359,0.9214,0.9258,1.1818626646204362
0,273.782,272.652,0.8773,0.8823,1.2917072598695785
0,273.712,272.686,0.8942,0.8982,0.640877261858025
0,273.923,273.083,0.8252,0.8267,1.0655625519417944
0,274.938,273.847,0.9282,0.9327,1.207101915536906
0,274.255,273.113,0.8801,0.8845,1.2681655815186632
0,274.223,273.194,0.8981,0.9015,0.6354100533821437
0,274.16,273.183,0.8169,0.8193,1.0117940887051133
0,271.46,270.281,0.9164,0.9217,0.1271143560747044
0,271.46,270.59,0.9605,0.9633,1.095134271132344
0,271.46,270.453,0.9582,0.9621,0.612163582874886
0,271.46,270.13,0.9114,0.9183,0.536880178246394
0,271.46,270.336,0.9104,0.915,0.13785105005277032
0,271.46,270.572,0.958,0.9609,1.2630909637847787
0,271.46,270.433,0.9557,0.9598,0.6462667169726666
0,271.46,270.156,0.8986,0.9051,0.5774136427832135
0,271.46,270.312,0.9087,0.9136,0.1623535560053637
0,271.46,270.558,0.9555,0.9586,1.3247672242814825
0,271.46,270.357,0.9468,0.9515,0.6829357119913528
0,271.46,270.178,0.8793,0.8854,0.634656941973049
0,271.46,270.318,0.9181,0.923,0.21080093609948353
0,271.46,270.557,0.9547,0.9578,1.3262141506018879
0,271.46,270.274,0.9363,0.9419,0.7172478369269834
0,271.46,270.239,0.8538,0.859,0.6964352250768611
0,271.46,270.41,0.936,0.9401,0.27484130666435536
0,271.46,270.571,0.9562,0.9592,1.3086763063839335
0,271.46,270.299,0.9346,0.9399,0.7380309279927398
0,271.46,270.317,0.8454,0.8496,0.7552110047773706
0,271.46,270.465,0.9425,0.9461,0.36380430626156757
0,271.46,270.535,0.9518,0.9552,1.2888428260415128
0,271.46,270.311,0.9309,0.9361,0.7601523965880298
0,271.46,270.379,0.8303,0.8337,0.8036806656707439
0,271.46,270.46,0.9408,0.9444,0.5316223175090372
0,271.46,270.333,0.9253,0.9302,1.2548174453049716
0,271.46,270.327,0.9283,0.9333,0.7521163190284146
0,271.46,270.491,0.8162,0.8191,0.8453551926498856
0,271.46,270.423,0.9337,0.9376,0.7137815156042076
0,271.46,270.242,0.9052,0.9109,1.235161140654556
0,271.46,270.366,0.9326,0.9371,0.6910531629047635
0,271.46,270.644,0.7994,0.8017,0.8798977224638381
0,271.461,270.407,0.93,0.9341,0.8230122416931367
0,271.46,270.302,0.8917,0.8965,1.249625815135648
0,271.46,270.39,0.9371,0.9414,0.6547436178511521
0,271.46,270.779,0.7845,0.7854,0.9074279697960058
0,271.771,270.708,0.93,0.9346,0.9262359725288452
0,271.482,270.455,0.8855,0.8889,1.26349650492268
0,271.46,270.397,0.9365,0.9407,0.6390795021745448
0,271.46,270.898,0.7788,0.7784,0.9263745519621889
0,272.175,271.098,0.9295,0.934,0.9775531909469594
