wind spd [m/s],Surface T[K],TOA T[K],transmittance,jakobian,TCWV [cm]
0,271.46,270.536,0.931,0.9344,0.7591613853864471
0,271.46,270.519,0.8978,0.9011,0.4697560838818558
0,271.461,270.6,0.9627,0.9654,1.0434699923011423
0,271.46,270.452,0.9309,0.9345,0.5123228625473532
0,271.46,270.49,0.9204,0.9238,0.7624864250279147
0,271.46,270.533,0.8917,0.895,0.5190861303299291
0,271.461,270.582,0.9594,0.9622,1.0694482825429683
0,271.46,270.455,0.9284,0.932,0.46490350935334696
0,271.46,270.492,0.9182,0.9215,0.7244203168258274
0,271.46,270.544,0.8875,0.8907,0.5392010523471318
0,271.461,270.542,0.9522,0.9555,1.1792220075153086
0,271.561,270.566,0.9275,0.9316,0.4224246812112189
0,271.46,270.53,0.9258,0.9292,0.7399531440400138
0,271.46,270.553,0.884,0.8872,0.5884112821401803
0,271.461,270.515,0.9433,0.9468,1.3365004869144914
0,271.614,270.612,0.9216,0.9257,0.40615363044464736
0,271.461,270.557,0.9351,0.9383,0.7413552538328585
0,271.46,270.553,0.8802,0.8834,0.673342170873846
0,271.461,270.456,0.9287,0.9322,1.4461335420352515
0,271.629,270.614,0.9125,0.9167,0.3882028011604371
0,271.463,270.532,0.9351,0.9386,0.7057779669917863
0,271.46,270.556,0.876,0.8791,0.7638827734241561
0,271.461,270.497,0.9357,0.9392,1.531736168824216
0,271.689,270.677,0.907,0.9112,0.3722967578123009
0,271.464,270.425,0.9137,0.9175,0.7298325625978292
0,271.462,270.557,0.8715,0.8747,0.8414727251405933
0,271.461,270.481,0.94,0.9435,1.6128509735740544
0,271.783,270.774,0.9037,0.9077,0.36698786027848446
0,271.469,270.411,0.8952,0.8989,0.8606073429764496
0,271.466,270.562,0.8672,0.8704,0.9191875920931206
0,271.461,270.35,0.9132,0.9177,1.6924490014428986
0,272.391,271.341,0.9016,0.9053,0.3653818072430443
0,271.559,270.531,0.88,0.8841,0.9992120142964215
0,271.487,270.585,0.8673,0.8704,0.9754555327252424
0,271.461,270.371,0.8923,0.8964,1.7079678075591567
0,272.059,271.059,0.9032,0.9067,0.3707289441348473
0,271.911,270.885,0.87,0.8739,1.048865157826577
0,271.698,270.779,0.8693,0.8723,0.9872113820723692
0,271.596,270.562,0.8618,0.8662,1.6245458948774558
0,272.172,271.19,0.9058,0.9091,0.38494251349849345
0,272.242,271.204,0.861,0.8645,1.050973676025962
0,272.211,271.238,0.8721,0.875,0.9856357675658863
0,271.986,270.947,0.8646,0.8685,1.5675216817159787
0,272.383,271.406,0.9075,0.9105,0.39298756456078276
0,272.432,271.394,0.855,0.8581,1.0204242529304095
0,272.306,271.323,0.8748,0.8776,1.0003732161339498
0,272.176,271.12,0.8648,0.8686,1.5664955922766697
0,272.807,271.822,0.9111,0.9147,0.4320375459509619
0,272.885,271.829,0.8662,0.8703,0.9660550238868524
0,272.774,271.75,0.8784,0.8824,1.024162175666512
0,272.348,271.272,0.8639,0.8676,1.5738528447533053
0,273.148,272.149,0.9119,0.9154,0.4742981548235127
0,273.381,272.343,0.8851,0.8884,0.9007743724921354
0,273.391,272.325,0.8808,0.8844,1.0512496622190044
0,272.82,271.689,0.8668,0.8718,1.5782552145737843
0,273.611,272.6,0.915,0.919,0.49771848694508314
0,273.672,272.649,0.8921,0.8961,0.8367053479016787
0,273.466,272.423,0.8823,0.8855,1.0825460274405634
0,273.552,272.362,0.8723,0.8769,1.62569888799947
0,274.243,273.207,0.9169,0.9205,0.5380482631683603
0,274.223,273.168,0.8908,0.8945,0.7797567466973941
0,273.627,272.612,0.8944,0.8984,1.108706846884512
0,273.681,272.499,0.8762,0.8812,1.685864948784753
0,271.601,270.658,0.9457,0.9492,0.59733558350711
0,271.462,270.557,0.9365,0.9396,0.48171592745738867
0,271.46,270.53,0.9162,0.9195,0.35754651180576447
0,271.461,270.586,0.9638,0.9666,0.8939015871882854
0,271.505,270.57,0.9446,0.9481,0.5816523481515095
0,271.46,270.602,0.9419,0.9445,0.6350861405270913
0,271.46,270.554,0.9103,0.9135,0.4159278142892834
0,271.461,270.568,0.9614,0.9644,0.9836149449608176
0,271.462,270.53,0.9437,0.9472,0.5067909020919479
0,271.46,270.59,0.9401,0.9429,0.7196404990491145
0,271.46,270.575,0.9045,0.9074,0.4724608811367797
0,271.461,270.572,0.9607,0.9636,1.1542886714627316
0,271.46,270.505,0.9383,0.9417,0.47032585031585716
0,271.46,270.516,0.9224,0.9257,0.7746032029286248
0,271.46,270.588,0.8973,0.9001,0.5261971213411308
0,271.461,270.54,0.9557,0.959,1.2879301290450866
0,271.46,270.512,0.9364,0.9398,0.43301825801879346
0,271.46,270.51,0.9186,0.922,0.7544471353622287
0,271.46,270.598,0.8932,0.896,0.534358674980753
0,271.461,270.411,0.9333,0.9373,1.3926129208241345
0,271.474,270.545,0.9367,0.9401,0.41491829523843515
0,271.46,270.525,0.9213,0.9247,0.7084043990557429
0,271.46,270.611,0.8896,0.8922,0.5571977688609261
0,271.461,270.428,0.9275,0.9313,1.4778989767147805
0,271.52,270.597,0.9359,0.9392,0.40477318962132847
0,271.461,270.568,0.9339,0.937,0.741151310590263
0,271.46,270.618,0.8855,0.888,0.6212639892317968
0,271.461,270.465,0.9329,0.9363,1.560529334686157
0,271.573,270.655,0.9346,0.9379,0.38836238674776813
0,271.462,270.54,0.9343,0.9376,0.732528947193996
0,271.46,270.626,0.8826,0.885,0.7208634956891495
0,271.461,270.487,0.942,0.9454,1.6386701880866554
0,271.689,270.78,0.9344,0.9375,0.3832548831660149
0,271.468,270.419,0.9083,0.9121,0.6865066052117696
0,271.461,270.623,0.88,0.8825,0.8209728602529915
0,271.461,270.345,0.9181,0.9228,1.7005534509745939
0,271.649,270.75,0.9329,0.9359,0.3828444473902913
0,271.485,270.431,0.8932,0.8969,0.6916561720873082
0,271.464,270.62,0.877,0.8795,0.9065609560859214
0,271.461,270.341,0.8994,0.9039,1.6767415478272398
0,271.706,270.809,0.9301,0.9331,0.3846264014724702
0,271.55,270.53,0.8801,0.8841,0.8042149969663441
0,271.487,270.635,0.8738,0.8764,0.9557161721892798
0,271.461,270.393,0.8787,0.8824,1.5733741899629332
0,272.275,271.36,0.9303,0.933,0.39379186572376906
0,271.922,270.906,0.8723,0.8761,0.9409728092671811
0,271.82,270.919,0.8689,0.8715,0.9574176706622548
0,271.506,270.474,0.8783,0.882,1.4531685641885859
0,272.481,271.566,0.9301,0.9332,0.4141989364359898
0,272.354,271.322,0.8637,0.867,1.0055603595519367
0,272.18,271.231,0.8655,0.8681,0.9535733405393279
0,271.954,270.871,0.8778,0.8823,1.3819834500058632
0,272.635,271.723,0.9298,0.9328,0.44835682929440746
0,272.758,271.71,0.8578,0.862,1.0081338683444399
0,272.404,271.428,0.8671,0.8697,0.9598866585429278
0,272.275,271.164,0.8788,0.8832,1.3467276287009324
0,272.79,271.882,0.9311,0.9339,0.479399540107988
0,272.823,271.802,0.8588,0.8626,0.9760303977403089
0,272.597,271.603,0.8714,0.8753,0.9776287009325305
0,272.473,271.359,0.8813,0.8854,1.3499308122549496
0,273.142,272.231,0.9324,0.935,0.5099831236966752
0,273.071,272.074,0.866,0.8692,0.9397757134189554
0,273.062,272.017,0.8743,0.8781,1.021157836774026
0,273.011,271.891,0.8859,0.8906,1.430075509985571
0,274.121,273.172,0.9338,0.9368,0.5651459468829825
0,273.995,272.958,0.8764,0.8801,0.8980425527575676
0,274.255,273.089,0.8749,0.8797,1.0544579443540865
0,273.802,272.641,0.8884,0.8937,1.5492127790835817
0,273.925,272.994,0.9343,0.9372,0.5858410874253697
0,274.49,273.414,0.8774,0.8808,0.8440093202061867
0,274.002,272.902,0.8838,0.8882,1.0813491355355804
0,273.856,272.708,0.8891,0.8942,1.6365196065934853
0,271.515,270.654,0.9568,0.9595,0.621674934865627
0,271.47,270.408,0.9036,0.9074,0.28541061422606084
0,271.462,270.537,0.9211,0.9245,0.3250609535366307
0,271.461,270.588,0.9642,0.967,0.8324970810623403
0,271.466,270.596,0.9534,0.9562,0.6350115482861121
0,271.46,270.421,0.9107,0.9144,0.3316340952312971
0,271.46,270.55,0.9135,0.9167,0.37283843106463477
0,271.461,270.543,0.9599,0.9632,0.9613825822273661
0,271.462,270.568,0.9483,0.9514,0.5210671840026921
0,271.46,270.569,0.9329,0.9359,0.5241838446360378
0,271.46,270.579,0.9094,0.9123,0.42443097286025305
0,271.461,270.536,0.9582,0.9616,1.1430463002146503
0,271.46,270.558,0.9459,0.949,0.4681092421978964
0,271.46,270.598,0.9404,0.9431,0.6648842877027324
0,271.46,270.592,0.9061,0.9089,0.4749107493384591
0,271.461,270.507,0.9546,0.9582,1.2767782576109072
0,271.46,270.561,0.9451,0.9483,0.4394169772552298
0,271.46,270.559,0.9307,0.9339,0.7480217505468229
0,271.46,270.597,0.9017,0.9045,0.5301026344368364
0,271.461,270.391,0.9361,0.9404,1.3805993891899886
0,271.46,270.558,0.9426,0.9457,0.41616617295406694
0,271.46,270.527,0.9192,0.9226,0.779927294234015
0,271.46,270.607,0.8971,0.8997,0.5247516736092346
0,271.461,270.37,0.9225,0.9269,1.473279866213233
0,271.464,270.581,0.9421,0.9451,0.4109120851666982
0,271.46,270.535,0.9213,0.9246,0.734091050460657
0,271.46,270.633,0.8948,0.8971,0.5399620155710666
0,271.461,270.399,0.925,0.9291,1.566668026288284
0,271.509,270.625,0.9386,0.9415,0.40287677239424263
0,271.46,270.575,0.9321,0.935,0.7011835336225929
0,271.46,270.657,0.8933,0.8954,0.5830220819545922
0,271.461,270.486,0.9421,0.9455,1.646760871449476
0,271.592,270.714,0.9383,0.9411,0.39610585674006926
0,271.462,270.567,0.9362,0.9393,0.746883390352465
0,271.46,270.665,0.8904,0.8924,0.6762993478914818
0,271.461,270.399,0.9284,0.9326,1.7157077085447123
0,271.622,270.764,0.9401,0.9427,0.40100176920762953
0,271.465,270.429,0.9087,0.9123,0.73198788577139
0,271.46,270.661,0.8859,0.888,0.7776170761677027
0,271.461,270.334,0.9116,0.9163,1.7456822666251983
0,271.695,270.844,0.9401,0.9425,0.40940678009310016
0,271.499,270.453,0.8935,0.8971,0.68596997955469
0,271.463,270.657,0.8816,0.8837,0.8785567956437724
0,271.461,270.372,0.8981,0.9023,1.6637047309733703
0,271.948,271.09,0.9394,0.9417,0.41617973517969953
0,271.593,270.574,0.8797,0.884,0.6762954219840618
0,271.475,270.658,0.8797,0.882,0.9092018171342916
0,271.461,270.403,0.8878,0.8915,1.4549097296222466
0,271.996,271.142,0.939,0.9413,0.4387027170338495
0,271.638,270.652,0.872,0.8759,0.7449975271881837
0,271.503,270.665,0.8727,0.8752,0.890916877832899
0,271.463,270.407,0.8898,0.8935,1.2929749710655527
0,272.271,271.412,0.9392,0.9412,0.47067204397016316
0,272.081,271.087,0.8635,0.8667,0.8432164398647857
0,271.888,270.993,0.8677,0.8702,0.8600245751607328
0,271.713,270.635,0.893,0.8977,1.2058504178287182
0,272.647,271.778,0.939,0.9415,0.48966655279835625
0,272.813,271.769,0.8584,0.8624,0.9352292576975827
0,272.29,271.351,0.8686,0.871,0.847284750653893
0,272.118,271.037,0.8954,0.8997,1.184564453712532
0,272.925,272.053,0.9395,0.9419,0.5071597844319926
0,273.079,272.029,0.8531,0.8568,0.9593651756716106
0,272.973,271.963,0.8698,0.8733,0.8611248489545359
0,272.43,271.363,0.8957,0.8995,1.2353109879520527
0,274.079,273.151,0.9391,0.9419,0.5577807916056962
0,273.999,272.886,0.8579,0.8623,0.9589491824425262
0,273.968,272.86,0.8747,0.8792,0.86537834020792
0,273.687,272.53,0.8963,0.9015,1.3359110909433904
0,274.444,273.493,0.938,0.941,0.5837351185165168
0,274.297,273.169,0.8586,0.8627,0.9516110496448839
0,274.068,272.947,0.8746,0.8791,0.8678320323453981
0,273.869,272.705,0.8956,0.9009,1.4541191436423242
0,274.298,273.355,0.9376,0.9403,0.600269663952522
0,274.31,273.178,0.8563,0.8604,0.9038465225127847
0,274.14,273.013,0.8787,0.8831,0.8921839771991456
0,273.855,272.711,0.8945,0.8996,1.569172449307358
0,271.461,270.609,0.9585,0.9611,0.6052664263535459
0,271.46,270.571,0.9629,0.9659,0.2643343547490734
0,271.46,270.598,0.9558,0.9585,0.2913810016672361
0,271.461,270.412,0.889,0.8926,0.7486942533892817
0,271.463,270.538,0.9169,0.9203,0.6524423223017035
0,271.461,270.555,0.9612,0.9644,0.27987865377065574
0,271.461,270.597,0.9539,0.9566,0.31944104255785616
0,271.461,270.399,0.9001,0.9039,0.9052206920813936
0,271.46,270.556,0.9113,0.9144,0.5814700738784397
0,271.46,270.536,0.9597,0.963,0.3058801425563266
0,271.46,270.598,0.9525,0.9552,0.37817409614904185
0,271.461,270.445,0.9129,0.9164,1.056527458408325
0,271.46,270.575,0.9088,0.9117,0.4674451520141944
0,271.46,270.564,0.9616,0.9647,0.34057904585153953
0,271.46,270.589,0.9499,0.9527,0.4205254597645475
0,271.461,270.57,0.9356,0.9387,1.227943028455181
0,271.46,270.59,0.9065,0.9093,0.4233360525765679
0,271.46,270.513,0.9568,0.9603,0.5496627288625577
0,271.46,270.577,0.9471,0.9501,0.4772826092498457
0,271.461,270.584,0.9367,0.9396,1.336385768840532
0,271.46,270.601,0.9028,0.9055,0.4128724895861482
0,271.46,270.341,0.9314,0.9362,0.7046353749751444
0,271.46,270.572,0.945,0.948,0.5256783407177783
0,271.461,270.549,0.9213,0.9245,1.4416663692494383
0,271.46,270.619,0.8997,0.9022,0.41798636639423253
0,271.46,270.354,0.9204,0.9249,0.7715032656411721
0,271.46,270.573,0.9427,0.9457,0.5260900511387681
0,271.461,270.557,0.9213,0.9245,1.5491648524215713
0,271.46,270.646,0.8973,0.8995,0.4159953704883931
0,271.46,270.41,0.9318,0.9358,0.781928334344552
0,271.46,270.572,0.9385,0.9415,0.520851259094594
0,271.461,270.568,0.9271,0.9302,1.6348809226392298
0,271.473,270.672,0.8955,0.8976,0.4136092855358354
0,271.46,270.453,0.9371,0.9407,0.7126487128632102
0,271.46,270.586,0.9366,0.9394,0.5470477686059971
0,271.461,270.584,0.9365,0.9393,1.706349008071054
0,271.516,270.722,0.8935,0.8954,0.4132166947938389
0,271.46,270.353,0.9205,0.9251,0.7004837533714368
0,271.46,270.597,0.9358,0.9386,0.6261548031182922
0,271.461,270.452,0.9125,0.9159,1.7518003089740124
0,271.948,271.114,0.8906,0.8924,0.42712052535779294
0,271.466,270.35,0.9114,0.9159,0.7362706938658972
0,271.461,270.614,0.9377,0.9403,0.7110278229568713
0,271.461,270.42,0.8942,0.8978,1.7269641008907222
0,272.463,271.57,0.886,0.8889,0.4431627008203617
0,271.525,270.43,0.8988,0.9029,0.7231663208129178
0,271.467,270.625,0.9377,0.9402,0.797007540801395
0,271.461,270.46,0.8826,0.8858,1.573726246985464
0,271.904,271.045,0.8789,0.881,0.45674532077722774
0,271.599,270.522,0.8967,0.9013,0.6887910244578934
0,271.504,270.66,0.9355,0.938,0.8217750200119307
0,271.461,270.492,0.8761,0.8793,1.397643996675725
0,271.993,271.103,0.8732,0.8755,0.4758394558794289
0,271.782,270.687,0.8955,0.9004,0.6703581243339979
0,271.553,270.71,0.9345,0.9369,0.8047789000321212
0,271.461,270.516,0.8664,0.8695,1.220399218897381
0,272.011,271.114,0.8739,0.8762,0.49235860360061806
0,271.953,270.849,0.8983,0.903,0.6843677504550483
0,271.666,270.813,0.9319,0.9344,0.7730035231195159
0,271.602,270.682,0.8598,0.8629,1.0977554006719932
0,272.187,271.27,0.8774,0.8798,0.5022485762212376
0,272.27,271.183,0.9008,0.9051,0.7455321134128373
0,272.052,271.181,0.9308,0.9332,0.7310243559217471
0,271.841,270.916,0.8512,0.854,1.0795782963601233
0,272.702,271.722,0.877,0.8806,0.5505255107503582
0,272.706,271.627,0.9044,0.9091,0.8493679289053858
0,272.293,271.411,0.9292,0.9314,0.7100589905829208
0,272.09,271.158,0.8465,0.849,1.1395456144554972
0,273.185,272.163,0.8757,0.8791,0.5957091361474103
0,272.959,271.867,0.9039,0.9085,0.9159745172918378
0,272.903,271.993,0.9293,0.9321,0.7363358027460956
0,272.688,271.702,0.8467,0.8504,1.2399290277515767
0,273.697,272.636,0.8765,0.8809,0.6002785864693856
0,273.856,272.698,0.9027,0.908,0.9357289696277526
0,273.614,272.669,0.9302,0.9335,0.7542216251217286
0,273.372,272.315,0.849,0.8522,1.36260471210862
0,274.453,273.308,0.8775,0.8817,0.5681297384937772
0,274.283,273.113,0.9027,0.9076,0.9313648391652605
0,273.955,273.054,0.961,0.9637,0.7502360643033044
0,273.848,272.567,0.8971,0.9036,1.4957567059087458
0,271.46,270.462,0.9247,0.9281,0.5611300495072221
0,271.46,270.593,0.9664,0.9691,0.24114473342068904
0,271.46,270.613,0.9585,0.961,0.27604956840511286
0,271.461,270.417,0.8931,0.8967,0.7207902290792473
0,271.46,270.501,0.9201,0.9235,0.6239598639698573
0,271.46,270.579,0.965,0.9679,0.2721492048762829
0,271.46,270.611,0.9574,0.9599,0.2978816925249703
0,271.461,270.433,0.8899,0.8933,0.8399642079609247
0,271.46,270.549,0.9162,0.9194,0.6331034043225772
0,271.46,270.572,0.9641,0.9671,0.2943484268328124
0,271.46,270.612,0.9565,0.959,0.32739355437381773
0,271.461,270.421,0.8912,0.8947,0.9895321032156751
0,271.46,270.586,0.9136,0.9164,0.580331815655703
0,271.46,270.557,0.9628,0.9659,0.3072014398392927
0,271.46,270.61,0.9548,0.9574,0.3757407983358231
0,271.461,270.392,0.9023,0.9062,1.1550180234840646
0,271.46,270.613,0.9114,0.914,0.48051281528350664
0,271.46,270.56,0.9623,0.9654,0.30294896830212154
0,271.46,270.603,0.9523,0.9549,0.41311569190294356
0,271.461,270.481,0.9211,0.9245,1.2738710466877066
0,271.46,270.626,0.9071,0.9096,0.4219862032396384
0,271.46,270.522,0.9583,0.9618,0.382444565677372
0,271.46,270.601,0.9501,0.9528,0.46066250962357175
0,271.461,270.584,0.938,0.9408,1.386197631199237
0,271.46,270.632,0.9039,0.9062,0.41012817832797144
0,271.46,270.334,0.9348,0.9397,0.5992285846848824
0,271.46,270.599,0.9482,0.9509,0.5021675087823059
0,271.461,270.578,0.9289,0.9318,1.4882612818852519
0,271.46,270.638,0.9015,0.9038,0.42058026951099503
0,271.46,270.348,0.9229,0.9275,0.7387408034344044
0,271.46,270.586,0.9451,0.948,0.5117847073159542
0,271.461,270.559,0.9189,0.922,1.5709510893118448
0,271.46,270.649,0.8985,0.9007,0.43071650359704894
0,271.46,270.426,0.9363,0.9402,0.7906851473234998
0,271.46,270.589,0.9431,0.9459,0.5054216781469717
0,271.461,270.567,0.9243,0.9274,1.6655590849066708
0,271.485,270.677,0.8959,0.898,0.43011084315235076
0,271.46,270.438,0.934,0.9378,0.7772746044775739
0,271.46,270.595,0.9404,0.9431,0.5110224694467529
0,271.461,270.59,0.9333,0.9361,1.7072642033722012
0,271.63,270.808,0.8921,0.8942,0.43083229237303255
