wind spd [m/s],Surface T[K],TOA T[K],transmittance,jakobian,TCWV [cm]
0,271.46,270.561,0.9342,0.9374,0.5708166397291633
0,271.556,270.658,0.9245,0.9275,0.5391603146844233
0,272.113,271.11,0.9173,0.9209,0.8693459540209959
0,272.159,271.202,0.9216,0.9247,0.42899221446671393
0,272.57,271.595,0.9292,0.933,0.5877261348166805
0,272.855,271.884,0.9252,0.9287,0.5015978953057364
0,272.904,271.838,0.9158,0.9202,0.8789045188723978
0,273.087,272.095,0.924,0.9275,0.4660550748726629
0,273.66,272.582,0.9191,0.9238,0.6009789785502695
0,273.706,272.647,0.9174,0.9218,0.56940519953297
0,273.727,272.6,0.9155,0.9206,0.8853682450174116
0,273.385,272.351,0.9219,0.9255,0.4810290976021373
0,273.986,272.869,0.909,0.9137,0.6118313083468871
0,273.784,272.726,0.9164,0.9207,0.7491772929593694
0,273.841,272.7,0.9153,0.9205,0.8981476345133149
0,273.667,272.504,0.9095,0.9146,0.6126763981583925
0,273.987,272.857,0.8964,0.9012,0.6298930317692586
0,273.767,272.753,0.9227,0.9266,0.838112046417482
0,273.931,272.777,0.9153,0.9205,0.9211164872815896
0,273.611,272.368,0.8976,0.903,0.7164134031499033
0,274.016,272.908,0.8937,0.8983,0.6406970780031919
0,273.631,272.602,0.9207,0.9248,0.907090749644374
0,273.929,272.783,0.9174,0.9225,0.9478876068790056
0,273.696,272.453,0.8936,0.8989,0.8293450362764044
0,273.983,272.886,0.8931,0.8975,0.63838767570985
0,273.78,272.657,0.9047,0.9096,0.9570973777997581
0,273.983,272.85,0.9194,0.9244,0.974126179684194
0,273.814,272.57,0.8916,0.8978,0.8761206936109682
0,273.956,272.866,0.9008,0.9052,0.6327690393763417
0,274.024,272.82,0.8896,0.8951,1.0084757791906513
0,274.109,272.97,0.9178,0.9227,0.9833342170873847
0,273.863,272.634,0.8925,0.8985,0.9088879994697475
0,274.346,273.216,0.9029,0.9073,0.624874906313573
0,274.369,273.055,0.8697,0.8757,1.031472929083836
0,274.559,273.367,0.9114,0.9164,0.9722433246827409
0,274.367,273.126,0.8949,0.9004,0.9342228487811841
0,274.797,273.623,0.8919,0.8972,0.6065263877063014
0,274.73,273.379,0.8664,0.8723,1.0087230603722985
0,274.818,273.61,0.9091,0.9148,0.9549667827443622
0,274.755,273.544,0.9019,0.9077,0.9445003135627354
0,275.496,274.262,0.8908,0.8959,0.5919456695201725
0,275.382,274.006,0.8726,0.8792,0.9587697123890422
0,275.273,274.053,0.9104,0.9158,0.9421272809777042
0,275.311,274.134,0.9106,0.9155,0.919486674858387
0,275.361,274.087,0.8898,0.8955,0.5720321414550331
0,275.594,274.172,0.8661,0.8728,0.9016617805264795
0,275.716,274.496,0.913,0.9184,0.9325153849683634
0,275.7,274.562,0.9181,0.9231,0.9055076402237257
0,275.685,274.32,0.8847,0.8909,0.5591735200093815
0,275.866,274.358,0.8485,0.8555,0.8977161415977933
0,275.9,274.711,0.9172,0.9225,0.8894629664564351
0,276.027,274.89,0.92,0.9247,0.9007927273839691
0,273.125,272.173,0.9501,0.9532,0.31983541780322544
0,272.636,271.557,0.9085,0.9133,0.704542937700438
0,272.474,271.384,0.9213,0.9256,0.7636572121978455
0,272.062,271.141,0.9462,0.9492,0.1585609254944349
0,273.691,272.697,0.9455,0.9493,0.35900526683423994
0,273.057,271.979,0.9174,0.9218,0.6591821366113811
0,272.739,271.598,0.9084,0.9137,0.8011014464674482
0,272.198,271.247,0.9407,0.9438,0.20576741292898187
0,272.594,271.644,0.9431,0.9465,0.40734108997466006
0,272.286,271.286,0.9231,0.9265,0.49668016091121847
0,272.196,271.109,0.9012,0.9055,0.8167834071777825
0,271.839,270.903,0.9374,0.9406,0.23046111567150868
0,271.463,270.566,0.9411,0.9442,0.4276446594912636
0,271.461,270.525,0.9255,0.9289,0.43263948443148276
0,271.466,270.471,0.9017,0.9051,0.8233223373935035
0,271.46,270.53,0.9317,0.9352,0.2702631887545696
0,271.46,270.568,0.9392,0.9422,0.43780358226305616
0,271.46,270.509,0.9154,0.9188,0.47605645148955056
0,271.46,270.489,0.9047,0.908,0.8294113178302476
0,271.46,270.508,0.9229,0.9263,0.35107314934253797
0,271.46,270.571,0.9365,0.9395,0.4618064272712904
0,271.46,270.557,0.9198,0.923,0.527467738728312
0,271.461,270.506,0.9054,0.9087,0.8352186016631572
0,271.477,270.514,0.9162,0.9198,0.4444036954515559
0,271.46,270.581,0.9357,0.9386,0.4730286591241658
0,271.583,270.715,0.9282,0.9309,0.5375004716187486
0,272.185,271.205,0.9098,0.9131,0.842863923969959
0,272.152,271.155,0.9148,0.9183,0.4764472577281742
0,272.17,271.241,0.9312,0.9341,0.4926136856112945
0,272.644,271.692,0.9227,0.9261,0.5007668265921594
0,272.569,271.592,0.917,0.9207,0.8445999908225541
0,272.946,271.919,0.9155,0.9194,0.4661876379803501
0,272.761,271.75,0.9183,0.9223,0.49774540745310586
0,273.189,272.193,0.9185,0.9219,0.5447038489188458
0,273.084,272.07,0.9173,0.921,0.8471977178751153
0,273.177,272.16,0.9172,0.9208,0.5542657788337506
0,273.656,272.558,0.9065,0.9113,0.49078584429953154
0,273.589,272.581,0.9215,0.9254,0.7477955774907843
0,273.615,272.552,0.9152,0.9198,0.8556152712700056
0,273.614,272.574,0.9181,0.9224,0.6490267318605234
0,274.111,272.974,0.8957,0.9004,0.4884814386156332
0,273.82,272.739,0.9124,0.9169,0.8415229461640825
0,274.18,273.069,0.9134,0.9179,0.8730001580560129
0,273.872,272.773,0.9152,0.9199,0.7401931852365486
0,273.908,272.812,0.8936,0.8981,0.4904268022209419
0,273.796,272.63,0.8941,0.8995,0.9072245873973275
0,273.902,272.795,0.9106,0.9153,0.8944215914710935
0,273.797,272.62,0.9076,0.9132,0.8138689562694701
0,273.907,272.824,0.8971,0.9015,0.48740844223052726
0,273.955,272.723,0.8766,0.8824,0.95370707632066
0,273.932,272.818,0.9107,0.9154,0.9266176013215521
0,273.826,272.622,0.9035,0.9093,0.8346526591649542
0,274.059,272.966,0.9026,0.9069,0.4808693080715637
0,273.967,272.738,0.8758,0.8816,1.005528799335145
0,274.07,272.942,0.9109,0.9157,0.9538616652985474
0,273.843,272.634,0.8995,0.9053,0.8470434857979023
0,274.434,273.3,0.9026,0.9069,0.47533734761615853
0,274.153,272.937,0.8814,0.8868,1.0432978132185815
0,274.267,273.166,0.9195,0.9238,0.9595402099595682
0,273.808,272.599,0.8957,0.9015,0.8540884501843138
0,274.693,273.546,0.8951,0.9003,0.46865693177588685
0,274.582,273.305,0.8805,0.886,1.063022948713373
0,275.145,273.999,0.921,0.9258,0.9475037347106301
0,274.885,273.584,0.893,0.8995,0.835171439788307
0,275.206,274.067,0.8983,0.9029,0.469485655142174
0,275.268,273.836,0.8652,0.8725,1.0551749578092418
0,275.7,274.53,0.9218,0.9271,0.93132236798499
0,275.559,274.23,0.8947,0.9008,0.8368603447660519
0,275.279,274.046,0.8933,0.8987,0.4733401824272304
0,275.431,273.93,0.8424,0.85,1.0533834693804713
0,275.718,274.518,0.9154,0.9208,0.9299650747197056
0,275.948,274.662,0.9014,0.9076,0.8468854297848909
0,275.757,274.425,0.8865,0.8923,0.47215093839384503
0,275.675,274.174,0.8323,0.8393,1.0704127301372028
0,275.949,274.716,0.9105,0.9163,0.9189406678121477
0,275.869,274.654,0.907,0.9126,0.8389953755869742
0,271.46,270.484,0.9053,0.9086,0.2769905625264489
0,271.504,270.476,0.9269,0.9308,0.16384433012292682
0,271.461,270.595,0.9493,0.9521,0.31112953964911566
0,271.571,270.55,0.907,0.9113,0.7546466938251085
0,271.514,270.45,0.9081,0.912,0.7727110175238232
0,271.538,270.637,0.9448,0.9478,0.19322490350935334
0,271.479,270.608,0.9466,0.9494,0.3316309850968476
0,271.553,270.58,0.9223,0.9261,0.7162785966665478
0,271.49,270.43,0.8951,0.8988,0.8084711904676929
0,271.46,270.559,0.941,0.9441,0.2198611656376031
0,271.46,270.589,0.9445,0.9473,0.3470682139160671
0,271.462,270.523,0.9288,0.9322,0.6291642405918433
0,271.46,270.426,0.8897,0.8932,0.8156222053402539
0,271.46,270.566,0.9385,0.9416,0.20592546894199346
0,271.46,270.587,0.9423,0.9451,0.37021424237634665
0,271.46,270.533,0.9249,0.9283,0.47068739069916854
0,271.46,270.436,0.8867,0.89,0.8174653423952115
0,271.46,270.563,0.9344,0.9375,0.26873871301616764
0,271.46,270.587,0.9402,0.943,0.3923484574242989
0,271.46,270.528,0.9153,0.9187,0.45335073649003493
0,271.46,270.441,0.8855,0.8888,0.8168522380221586
0,271.46,270.537,0.9251,0.9285,0.39272090877108895
0,271.46,270.583,0.937,0.9399,0.4060728179347688
0,271.463,270.579,0.9216,0.9246,0.5105071048727139
0,271.489,270.472,0.8869,0.8904,0.8130652669362117
0,271.46,270.507,0.914,0.9173,0.48418180520361187
0,271.624,270.746,0.9361,0.9389,0.42204804902795556
0,272.378,271.473,0.9275,0.93,0.5344489708514121
0,272.373,271.297,0.8917,0.8956,0.8094261547011466
0,272.127,271.123,0.9094,0.913,0.47738157270831516
0,272.719,271.769,0.9316,0.935,0.4460011828708071
0,273.021,272.057,0.9223,0.9256,0.5169354468651375
0,272.979,271.884,0.8985,0.9031,0.8083822202281107
0,273.319,272.228,0.9078,0.912,0.49463899496770053
0,273.273,272.226,0.9165,0.9203,0.46823354560425823
0,273.338,272.348,0.9213,0.9245,0.52430187678769
0,273.402,272.3,0.9019,0.9061,0.8127912182039738
0,274.509,273.344,0.9082,0.9128,0.5927576185547563
0,273.782,272.671,0.9052,0.91,0.478477869608888
0,273.738,272.672,0.914,0.9185,0.7256753835407607
0,273.55,272.461,0.9044,0.9084,0.8230865280192523
0,274.732,273.571,0.9098,0.9151,0.6584042970841215
0,273.853,272.739,0.895,0.8998,0.4720410639718967
0,273.898,272.691,0.8894,0.8951,0.8371609571056375
0,273.646,272.57,0.9066,0.9112,0.8410804912992713
0,274.465,273.342,0.9113,0.9155,0.7426672716982864
0,273.888,272.802,0.8963,0.9007,0.46925494434898773
0,273.827,272.628,0.8782,0.8838,0.8968375031228811
0,273.758,272.703,0.9105,0.9147,0.8718287590563547
0,274.148,273.043,0.912,0.9165,0.7831372589008481
0,273.89,272.808,0.8995,0.9039,0.4704362855817227
0,273.87,272.703,0.8854,0.8906,0.9357610906884613
0,273.945,272.883,0.9105,0.9146,0.8968599878653771
0,274.406,273.234,0.9109,0.9157,0.8108844508573263
0,273.945,272.858,0.9026,0.907,0.4690456475962739
0,273.949,272.797,0.8923,0.8974,0.985142122947184
0,273.913,272.846,0.9086,0.9129,0.9034573478201017
0,274.514,273.291,0.9072,0.9124,0.8161613802878659
0,274.023,272.93,0.9017,0.9061,0.47052683638143505
0,274.111,272.914,0.8888,0.8941,1.0282569990771566
0,273.896,272.821,0.9074,0.9117,0.9111052194174363
0,274.536,273.285,0.9014,0.9068,0.7964594433369193
0,274.149,273.055,0.8939,0.8981,0.47195693738432604
0,274.288,273.0,0.8759,0.8818,1.0684701707514799
0,273.924,272.842,0.9079,0.9123,0.9243577062503506
0,274.759,273.481,0.8977,0.9035,0.7671346994131535
0,274.657,273.57,0.8975,0.9021,0.48156291903963133
0,275.034,273.593,0.8569,0.8646,1.0944168497907034
0,274.927,273.774,0.9096,0.9147,0.9233150464225807
0,275.327,274.0,0.8951,0.9015,0.7847107829890942
0,275.213,274.037,0.8974,0.9023,0.48840648947397947
0,275.611,274.068,0.8341,0.8418,1.1062251635369875
0,275.592,274.435,0.9172,0.9216,0.9143736138232731
0,275.851,274.484,0.8934,0.8999,0.8012072420245445
0,275.732,274.437,0.8911,0.8965,0.48827520101155847
0,276.073,274.488,0.8231,0.8309,1.1068805861328792
0,275.966,274.821,0.9226,0.9274,0.9156813998664173
0,271.828,270.849,0.8943,0.8978,0.7850661540893171
0,271.842,270.977,0.953,0.9555,0.2191841250579964
0,271.65,270.592,0.8964,0.9011,0.7298201730458413
0,271.591,270.591,0.934,0.9381,0.7302863872984148
0,271.881,270.969,0.9509,0.9539,0.12418629195494894
0,271.489,270.637,0.9514,0.954,0.24889355692310838
0,271.546,270.526,0.9014,0.9056,0.7565851743459797
0,271.477,270.427,0.9111,0.915,0.7681790417726748
0,272.033,271.115,0.9478,0.9507,0.14581574747747703
0,271.5,270.648,0.9493,0.9519,0.2664838145544095
0,271.52,270.501,0.906,0.9099,0.7624470639820937
0,271.475,270.455,0.9001,0.9035,0.7835652847812455
0,271.46,270.571,0.944,0.947,0.1688957493129662
0,271.46,270.612,0.9473,0.9498,0.2807687640529641
0,271.46,270.468,0.9153,0.9187,0.7441214889896142
0,271.46,270.452,0.8922,0.8955,0.7893668072175514
0,271.46,270.58,0.9412,0.9441,0.19006123395858932
0,271.46,270.615,0.9456,0.9481,0.3019837559207273
0,271.46,270.499,0.92,0.9234,0.7017739493099071
0,271.46,270.461,0.8913,0.8945,0.7879787185226352
0,271.46,270.588,0.9387,0.9415,0.19904365914965866
0,271.46,270.618,0.9441,0.9466,0.3276997241667644
0,271.46,270.521,0.9181,0.9215,0.5590277515767361
0,271.46,270.476,0.8906,0.8938,0.7839763323866968
0,271.46,270.581,0.9334,0.9363,0.2579513901281274
0,271.46,270.618,0.9423,0.9448,0.346081638480011
0,271.46,270.544,0.916,0.9193,0.4579662269990262
0,271.46,270.494,0.887,0.8902,0.777419557137249
0,271.46,270.559,0.9232,0.9263,0.3830907088557255
0,271.461,270.616,0.9398,0.9423,0.3640427668979723
0,271.464,270.596,0.9223,0.925,0.4961749934993091
0,271.647,270.674,0.8813,0.885,0.7689176732115454
0,271.46,270.535,0.9107,0.914,0.4882438447380094
0,271.759,270.895,0.9377,0.9403,0.38606736245302936
0,271.889,271.02,0.9265,0.9289,0.5341135352031531
0,272.708,271.629,0.8777,0.8824,0.7693168921089263
0,271.849,270.882,0.904,0.9074,0.4797562368392877
0,272.565,271.638,0.9331,0.9363,0.3990381526821085
0,272.902,271.963,0.9246,0.9277,0.5306453274053831
0,273.322,272.178,0.8769,0.8814,0.7819027394676062
0,273.126,272.044,0.8992,0.9035,0.5135126674246557
0,273.279,272.225,0.9149,0.9188,0.41786466326421356
0,273.396,272.415,0.9233,0.9263,0.516032998016652
